"City","quadrat","species","TraitName","value"
"Edmonton",1,"Drosera rotundifolia","SLA",41.5598855941568
"Edmonton",1,"Ephedra sinica","SLA",3.973300635
"Edmonton",1,"Epilobium ciliatum","SLA",41.3181818181818
"Edmonton",1,"Equisetum palustre","SLA",7.794
"Edmonton",1,"Eriophorum angustifolium","SLA",9.73002524158572
"Edmonton",1,"Galium triflorum","SLA",35.7142857142857
"Edmonton",1,"Glechoma hederacea","SLA",36.025059908
"Edmonton",1,"Glyceria grandis","SLA",37.85
"Edmonton",1,"Grindelia squarrosa","SLA",10.01001001001
"Edmonton",1,"Gymnocarpium dryopteris","SLA",57.8274954810504
"Edmonton",1,"Helianthus annuus","SLA",11.5501154084962
"Edmonton",1,"Helianthus maximiliani","SLA",6.34920634920635
"Edmonton",1,"Hyoscyamus niger","SLA",42.2506214685714
"Edmonton",1,"Impatiens glandulifera","SLA",38.3
"Edmonton",1,"Juncus effusus","SLA",11.1453846153846
"Edmonton",1,"Juncus inflexus","SLA",4.612
"Edmonton",1,"Juncus longistylis","SLA",4.72663856674992
"Edmonton",1,"Lapsana communis","SLA",51.2846560846561
"Edmonton",1,"Lycium barbarum","SLA",11.4
"Edmonton",1,"Picea glauca","SLA",9.0233028408693
"Edmonton",1,"Pinus nigra","SLA",4.98860579333333
"Edmonton",1,"Rorippa palustris","SLA",51.1654545454545
"Edmonton",1,"Salvia officinalis","SLA",10.6
"Edmonton",1,"Sequoia sempervirens","SLA",11.018
"Edmonton",1,"Sonchus asper","SLA",40.0028459004789
"Edmonton",1,"Tanacetum parthenium","SLA",38.058024691358
"Edmonton",1,"Taxus baccata","SLA",7.4859270678528
"Edmonton",1,"Ulmus pumila","SLA",9.72579321252255
"Edmonton",1,"Valeriana officinalis","SLA",35.5357142857143
"Edmonton",1,"Veronica persica","SLA",37.4527951819977
"Edmonton",1,"Viola canadensis","SLA",38.6516054680909
"Edmonton",1,"Viola palustris","SLA",37.0005882352941
"Edmonton",2,"Pyrola asarifolia","SLA",13.7115194869265
"Edmonton",2,"Sonchus arvensis","SLA",21.5444444444444
"Edmonton",4,"Epilobium angustifolium","SLA",18.0840648346869
"Edmonton",4,"Salix arctica","SLA",11.49425287
"Halifax",1,"Digitaria sanguinalis","SLA",37.2857142857143
"Halifax",1,"Drosera rotundifolia","SLA",41.5598855941568
"Halifax",1,"Echinacea purpurea","SLA",7.22
"Halifax",1,"Empetrum nigrum","SLA",9.29457309977158
"Halifax",1,"Epilobium ciliatum","SLA",41.3181818181818
"Halifax",1,"Fagus grandifolia","SLA",41.5129420278283
"Halifax",1,"Fraxinus americana","SLA",37.77025490059
"Halifax",1,"Gaylussacia dumosa","SLA",10.2187021232592
"Halifax",1,"Geranium sanguineum","SLA",41.7139253177277
"Halifax",1,"Hedera helix","SLA",11.5088831914213
"Halifax",1,"Helianthus annuus","SLA",11.5501154084962
"Halifax",1,"Heracleum mantegazzianum","SLA",38.8
"Halifax",1,"Ilex aquifolium","SLA",7.12271724714783
"Halifax",1,"Ilex glabra","SLA",9.80323023329494
"Halifax",1,"Impatiens capensis","SLA",53.40375
"Halifax",1,"Impatiens glandulifera","SLA",38.3
"Halifax",1,"Juncus effusus","SLA",11.1453846153846
"Halifax",1,"Kalmia angustifolia","SLA",9.12506313304299
"Halifax",1,"Lapsana communis","SLA",51.2846560846561
"Halifax",1,"Lycopus europaeus","SLA",63.076
"Halifax",1,"Myosotis scorpioides","SLA",48.7053733090218
"Halifax",1,"Myrica gale","SLA",11.56247444
"Halifax",1,"Phegopteris connectilis","SLA",42.654
"Halifax",1,"Picea abies","SLA",3.787570986
"Halifax",1,"Picea glauca","SLA",9.0233028408693
"Halifax",1,"Picea mariana","SLA",10.0521718054403
"Halifax",1,"Pinus nigra","SLA",4.98860579333333
"Halifax",1,"Pinus resinosa","SLA",10.23
"Halifax",1,"Pinus sylvestris","SLA",6.20566529008973
"Halifax",1,"Plantago maritima","SLA",8.94
"Halifax",1,"Populus alba","SLA",11.0850440254001
"Halifax",1,"Rorippa palustris","SLA",51.1654545454545
"Halifax",1,"Rorippa sylvestris","SLA",39.95
"Halifax",1,"Rosa rugosa","SLA",10.4209837955385
"Halifax",1,"Salix fragilis","SLA",9.6107107755
"Halifax",1,"Sarracenia purpurea","SLA",41
"Halifax",1,"Scutellaria galericulata","SLA",41.0322222222222
"Halifax",1,"Sonchus oleraceus","SLA",39.6500105070475
"Halifax",1,"Stachys palustris","SLA",43.4
"Halifax",1,"Stellaria graminea","SLA",36.9868907563025
"Halifax",1,"Stellaria media","SLA",53.6698607348869
"Halifax",1,"Typha angustifolia","SLA",6.97
"Halifax",1,"Typha latifolia","SLA",10.0953732888866
"Halifax",1,"Vaccinium angustifolium","SLA",40
"Halifax",1,"Vaccinium oxycoccos","SLA",9.70537068825194
"Halifax",1,"Veronica agrestis","SLA",55.2
"Halifax",1,"Veronica persica","SLA",37.4527951819977
"Halifax",1,"Veronica spicata","SLA",7.4
"Halifax",2,"Fagus grandifolia","SLA",41.5129420278283
"Halifax",2,"Larix laricina","SLA",14.629056887305
"Halifax",2,"Populus grandidentata","SLA",13.5822598305469
"Halifax",2,"Sarracenia purpurea","SLA",41
"Halifax",2,"Scirpus atrocinctus","SLA",11.5752339118898
"Halifax",2,"Solanum dulcamara","SLA",36.8837493298612
"Halifax",3,"Gymnocarpium dryopteris","SLA",57.8274954810504
"Halifax",3,"Kalmia angustifolia","SLA",9.12506313304299
"Halifax",3,"Onoclea sensibilis","SLA",34.9493222982912
"Halifax",3,"Prunus serotina","SLA",15.6223823936933
"Halifax",3,"Scutellaria galericulata","SLA",41.0322222222222
"Halifax",3,"Spiraea alba","SLA",12.31830239
"Halifax",4,"Gymnocarpium dryopteris","SLA",57.8274954810504
"Halifax",4,"Plantago rugelii","SLA",16.0965069153809
"Halifax",4,"Sarracenia purpurea","SLA",41
"Halifax",4,"Symphyotrichum lanceolatum","SLA",10.1419878296146
"Halifax",5,"Drosera rotundifolia","SLA",41.5598855941568
"Halifax",5,"Epilobium ciliatum","SLA",41.3181818181818
"Halifax",5,"Impatiens capensis","SLA",53.40375
"Halifax",5,"Kalmia angustifolia","SLA",9.12506313304299
"Halifax",5,"Mentha arvensis","SLA",40.9828011204482
