City,quadrat,species,count
Edmonton,1,Acer negundo,13
Edmonton,1,Acer platanoides,1
Edmonton,1,Acer saccharinum,1
Edmonton,1,Achillea alpina,2
Edmonton,1,Achillea millefolium,2
Edmonton,1,Acorus gramineus,1
Edmonton,1,Actaea rubra,4
Edmonton,1,Aegopodium podagraria,2
Edmonton,1,Aesculus glabra,1
Edmonton,1,Afrocarpus falcatus,1
Edmonton,1,Agastache foeniculum,1
Edmonton,1,Agathis australis,1
Edmonton,1,Agoseris glauca,1
Edmonton,1,Agropyron cristatum,2
Edmonton,1,Agrostis stolonifera,1
Edmonton,1,Ajuga reptans,1
Edmonton,1,Albuca bracteata,1
Edmonton,1,Allamanda cathartica,1
Edmonton,1,Allium cernuum,1
Edmonton,1,Allium moschatum,1
Edmonton,1,Allium schoenoprasum,2
Edmonton,1,Alnus incana,2
Edmonton,1,Amaranthus albus,1
Edmonton,1,Amaranthus cruentus,1
Edmonton,1,Amaranthus retroflexus,2
Edmonton,1,Amblyodon dealbatus,1
Edmonton,1,Ambrosia artemisiifolia,1
Edmonton,1,Ambrosia trifida,1
Edmonton,1,Amelanchier alnifolia,6
Edmonton,1,Ananas comosus,1
Edmonton,1,Androsace septentrionalis,2
Edmonton,1,Anemonastrum canadense,2
Edmonton,1,Anemone cylindrica,2
Edmonton,1,Anemone virginiana,1
Edmonton,1,Antennaria neglecta,1
Edmonton,1,Antennaria pulcherrima,1
Edmonton,1,Anthriscus cerefolium,1
Edmonton,1,Apocynum androsaemifolium,5
Edmonton,1,Apocynum cannabinum,5
Edmonton,1,Apocynum floribundum,5
Edmonton,1,Aquilegia brevistyla,1
Edmonton,1,Arabis pycnocarpa,1
Edmonton,1,Aralia nudicaulis,5
Edmonton,1,Araucaria araucana,1
Edmonton,1,Araucaria bidwillii,2
Edmonton,1,Araucaria columnaris,1
Edmonton,1,Araucaria cunninghamii,1
Edmonton,1,Araucaria rulei,1
Edmonton,1,Arctium lappa,1
Edmonton,1,Arctium minus,6
Edmonton,1,Arctium tomentosum,9
Edmonton,1,Armoracia rusticana,4
Edmonton,1,Arnica chamissonis,1
Edmonton,1,Arnica fulgens,1
Edmonton,1,Arnica longifolia,1
Edmonton,1,Artemisia absinthium,4
Edmonton,1,Artemisia biennis,2
Edmonton,1,Artemisia campestris,1
Edmonton,1,Artemisia frigida,1
Edmonton,1,Artemisia ludoviciana,4
Edmonton,1,Asclepias curassavica,1
Edmonton,1,Asclepias ovalifolia,6
Edmonton,1,Asparagus officinalis,1
Edmonton,1,Asplenium viride,1
Edmonton,1,Aster tataricus,7
Edmonton,1,Astragalus agrestis,2
Edmonton,1,Astragalus cicer,1
Edmonton,1,Astragalus flexuosus,2
Edmonton,1,Astragalus mongholicus,1
Edmonton,1,Atriplex hortensis,9
Edmonton,1,Atriplex prostrata,1
Edmonton,1,Atropa belladonna,1
Edmonton,1,Aulacomnium acuminatum,1
Edmonton,1,Aulacomnium palustre,2
Edmonton,1,Aulacomnium turgidum,1
Edmonton,1,Avena fatua,1
Edmonton,1,Axyris amaranthoides,1
Edmonton,1,Barbarea vulgaris,2
Edmonton,1,Bassia scoparia,2
Edmonton,1,Beaucarnea recurvata,1
Edmonton,1,Beckmannia syzigachne,2
Edmonton,1,Berberis repens,1
Edmonton,1,Berberis vulgaris,1
Edmonton,1,Betula winteri,1
Edmonton,1,Bidens cernua,1
Edmonton,1,Blitum capitatum,1
Edmonton,1,Blitum nuttallianum,1
Edmonton,1,Boehmeria nivea,1
Edmonton,1,Bolboschoenus fluviatilis,2
Edmonton,1,Bouteloua gracilis,2
Edmonton,1,Brachythecium salebrosum,3
Edmonton,1,Brassica juncea,3
Edmonton,1,Brassica napus,2
Edmonton,1,Brassica rapa,2
Edmonton,1,Braya humilis,1
Edmonton,1,Briza maxima,1
Edmonton,1,Bromus anomalus,1
Edmonton,1,Bromus berteroanus,1
Edmonton,1,Bromus carinatus,1
Edmonton,1,Bromus catharticus,1
Edmonton,1,Bromus cebadilla,1
Edmonton,1,Bromus danthoniae,2
Edmonton,1,Bromus diandrus,2
Edmonton,1,Bromus erectus,1
Edmonton,1,Bromus inermis,2
Edmonton,1,Bromus kalmii,1
Edmonton,1,Bromus latiglumis,1
Edmonton,1,Bromus pectinatus,1
Edmonton,1,Bromus pumpellianus,1
Edmonton,1,Bromus riparius,1
Edmonton,1,Bromus rubens,2
Edmonton,1,Bromus scoparius,1
Edmonton,1,Bromus striatus,1
Edmonton,1,Bromus tectorum,1
Edmonton,1,Browallia speciosa,1
Edmonton,1,Bryum argenteum,1
Edmonton,1,Bryum lisae,1
Edmonton,1,Bryum lonchocaulon,1
Edmonton,1,Bulbophyllum rigidum,1
Edmonton,1,Buxus sempervirens,1
Edmonton,1,Caiophora chuquitensis,1
Edmonton,1,Calamagrostis inexpansa,2
Edmonton,1,Callitris rhomboidea,1
Edmonton,1,Calocedrus decurrens,1
Edmonton,1,Caltha palustris,1
Edmonton,1,Calystegia sepium,5
Edmonton,1,Camelina microcarpa,1
Edmonton,1,Camelina sativa,1
Edmonton,1,Campanula alaskana,3
Edmonton,1,Campanula rapunculoides,12
Edmonton,1,Campanula rotundifolia,2
Edmonton,1,Campylium stellatum,1
Edmonton,1,Canadanthus modestus,5
Edmonton,1,Canna indica,1
Edmonton,1,Capsella bursa-pastoris,2
Edmonton,1,Caragana arborescens,4
Edmonton,1,Cardamine bellidifolia,1
Edmonton,1,Cardamine pensylvanica,1
Edmonton,1,Carex atherodes,1
Edmonton,1,Carex atratiformis,2
Edmonton,1,Carex capillaris,4
Edmonton,1,Carex concinna,1
Edmonton,1,Carex deweyana,3
Edmonton,1,Carex diandra,1
Edmonton,1,Carex disperma,2
Edmonton,1,Carex eburnea,1
Edmonton,1,Carex hookeriana,1
Edmonton,1,Carex incurviformis,1
Edmonton,1,Carex inops,1
Edmonton,1,Carex interior,1
Edmonton,1,Carex intumescens,1
Edmonton,1,Carex lasiocarpa,1
Edmonton,1,Carex michelii,1
Edmonton,1,Carex nardina,1
Edmonton,1,Carex oederi,2
Edmonton,1,Carex peckii,2
Edmonton,1,Carex prairea,1
Edmonton,1,Carex pseudocyperus,1
Edmonton,1,Carex sartwelliana,1
Edmonton,1,Carex sprengelii,2
Edmonton,1,Carex stipata,4
Edmonton,1,Carex torreyi,1
Edmonton,1,Carex utriculata,2
Edmonton,1,Catharanthus roseus,2
Edmonton,1,Centaurea cyanus,1
Edmonton,1,Centaurea macrocephala,1
Edmonton,1,Centaurea stoebe,1
Edmonton,1,Centella asiatica,1
Edmonton,1,Cephalotaxus harringtonia,1
Edmonton,1,Ceratodon purpureus,1
Edmonton,1,Chaenorhinum minus,1
Edmonton,1,Chamaecyparis lawsoniana,1
Edmonton,1,Chamaecyparis obtusa,1
Edmonton,1,Chelidonium majus,4
Edmonton,1,Chenopodiastrum simplex,2
Edmonton,1,Chenopodium album,3
Edmonton,1,Cirsium arvense,6
Edmonton,1,Cirsium flodmanii,3
Edmonton,1,Clematis occidentalis,3
Edmonton,1,Clematis tangutica,6
Edmonton,1,Climacium dendroides,1
Edmonton,1,Clinopodium serpyllifolium,1
Edmonton,1,Coelogyne cristata,1
Edmonton,1,Colchicum autumnale,1
Edmonton,1,Coleus scutellarioides,1
Edmonton,1,Comandra umbellata,3
Edmonton,1,Conringia orientalis,3
Edmonton,1,Convolvulus arvensis,1
Edmonton,1,Corallorhiza maculata,2
Edmonton,1,Cornus canadensis,5
Edmonton,1,Cornus sericea,11
Edmonton,1,Corydalis aurea,3
Edmonton,1,Corylus cornuta,3
Edmonton,1,Cota tinctoria,1
Edmonton,1,Cotoneaster lucidus,3
Edmonton,1,Crataegus chrysocarpa,3
Edmonton,1,Cratoneuron filicinum,1
Edmonton,1,Crepis tectorum,4
Edmonton,1,Cryptomeria japonica,1
Edmonton,1,Cunninghamia lanceolata,1
Edmonton,1,Curio rowleyanus,1
Edmonton,1,Cuscuta indecora,2
Edmonton,1,Cycas revoluta,1
Edmonton,1,Cyclachaena xanthiifolia,3
Edmonton,1,Cymbopogon nardus,1
Edmonton,1,Cynoglossum officinale,1
Edmonton,1,Cystopteris fragilis,1
Edmonton,1,Dacrydium cupressinum,2
Edmonton,1,Danthonia spicata,1
Edmonton,1,Daphne mezereum,3
Edmonton,1,Deschampsia cespitosa,1
Edmonton,1,Descurainia incana,1
Edmonton,1,Descurainia sophia,11
Edmonton,1,Dicksonia antarctica,1
Edmonton,1,Dicranostigma leptopodum,1
Edmonton,1,Didymodon fallax,1
Edmonton,1,Didymodon tophaceus,1
Edmonton,1,Dioon purpusii,1
Edmonton,1,Dioscorea sylvatica,1
Edmonton,1,Diplotaxis muralis,2
Edmonton,1,Dipsacus asper,1
Edmonton,1,Distichium capillaceum,1
Edmonton,1,Distichium hagenii,1
Edmonton,1,Doellingeria umbellata,12
Edmonton,1,Doryopteris raddiana,1
Edmonton,1,Draba nemorosa,1
Edmonton,1,Drepanocladus aduncus,1
Edmonton,1,Drosera rotundifolia,1
Edmonton,1,Dryopteris carthusiana,1
Edmonton,1,Echinochloa crus-galli,1
Edmonton,1,Echinocystis lobata,1
Edmonton,1,Egeria densa,1
Edmonton,1,Elaeagnus angustifolia,4
Edmonton,1,Elaeagnus commutata,1
Edmonton,1,Eleocharis acicularis,1
Edmonton,1,Eleocharis erythropoda,3
Edmonton,1,Eleocharis palustris,1
Edmonton,1,Eleocharis uniglumis,1
Edmonton,1,Elymus canadensis,2
Edmonton,1,Elymus repens,2
Edmonton,1,Elymus smithii,1
Edmonton,1,Elymus violaceus,1
Edmonton,1,Encephalartos barteri,1
Edmonton,1,Entodon concinnus,1
Edmonton,1,Entodon schleicheri,1
Edmonton,1,Ephedra sinica,1
Edmonton,1,Epilobium angustifolium,1
Edmonton,1,Epilobium ciliatum,1
Edmonton,1,Equisetum arvense,3
Edmonton,1,Equisetum palustre,1
Edmonton,1,Equisetum pratense,1
Edmonton,1,Equisetum sylvaticum,2
Edmonton,1,Erigeron annuus,2
Edmonton,1,Erigeron canadensis,1
Edmonton,1,Erigeron glabellus,3
Edmonton,1,Erigeron philadelphicus,2
Edmonton,1,Erigeron speciosus,1
Edmonton,1,Eriophorum angustifolium,1
Edmonton,1,Erodium cicutarium,1
Edmonton,1,Eruca vesicaria,1
Edmonton,1,Erucastrum gallicum,2
Edmonton,1,Erysimum cheiranthoides,4
Edmonton,1,Euphorbia cyparissias,1
Edmonton,1,Euphorbia serpillifolia,1
Edmonton,1,Eurhynchium pulchellum,2
Edmonton,1,Eurybia sibirica,2
Edmonton,1,Euthamia graminifolia,1
Edmonton,1,Exacum affine,1
Edmonton,1,Fallopia convolvulus,2
Edmonton,1,Festuca rubra,1
Edmonton,1,Ficus religiosa,1
Edmonton,1,Fitzroya cupressoides,1
Edmonton,1,Fragaria vesca,1
Edmonton,1,Fragaria virginiana,3
Edmonton,1,Frangula alnus,1
Edmonton,1,Fraxinus pennsylvanica,2
Edmonton,1,Freesia laxa,1
Edmonton,1,Funaria hygrometrica,2
Edmonton,1,Gaillardia aristata,1
Edmonton,1,Galeopsis tetrahit,2
Edmonton,1,Galium aparine,2
Edmonton,1,Galium boreale,2
Edmonton,1,Galium triflorum,1
Edmonton,1,Gasteria carinata,1
Edmonton,1,Gentianella amarella,3
Edmonton,1,Gentianopsis macounii,1
Edmonton,1,Geocaulon lividum,1
Edmonton,1,Geranium bicknellii,1
Edmonton,1,Geranium carolinianum,1
Edmonton,1,Geranium richardsonii,1
Edmonton,1,Geum fragarioides,1
Edmonton,1,Ginkgo biloba,4
Edmonton,1,Glechoma hederacea,2
Edmonton,1,Gloriosa superba,1
Edmonton,1,Glyceria borealis,1
Edmonton,1,Glyceria grandis,3
Edmonton,1,Glycyrrhiza lepidota,2
Edmonton,1,Gnaphalium uliginosum,2
Edmonton,1,Gnetum gnemon,1
Edmonton,1,Gomesa longipes,1
Edmonton,1,Grindelia hirsutula,1
Edmonton,1,Grindelia squarrosa,2
Edmonton,1,Gymnocarpium dryopteris,4
Edmonton,1,Gypsophila paniculata,2
Edmonton,1,Hackelia deflexa,2
Edmonton,1,Haworthiopsis attenuata,1
Edmonton,1,Helianthus annuus,3
Edmonton,1,Helianthus giganteus,1
Edmonton,1,Helianthus laetiflorus,1
Edmonton,1,Helianthus maximiliani,1
Edmonton,1,Helianthus nuttallii,1
Edmonton,1,Helianthus pauciflorus,3
Edmonton,1,Helichrysum luteoalbum,1
Edmonton,1,Heracleum sphondylium,1
Edmonton,1,Hesperis matronalis,3
Edmonton,1,Hibiscus cannabinus,1
Edmonton,1,Hieracium umbellatum,4
Edmonton,1,Hippophae rhamnoides,1
Edmonton,1,Hordeum jubatum,4
Edmonton,1,Humulus lupulus,1
Edmonton,1,Hylocomium splendens,1
Edmonton,1,Hylotelephium populifolium,2
Edmonton,1,Hymenostylium recurvirostrum,1
Edmonton,1,Hyoscyamus niger,4
Edmonton,1,Hypericum perforatum,1
Edmonton,1,Impatiens balsamina,1
Edmonton,1,Impatiens glandulifera,3
Edmonton,1,Juncus effusus,1
Edmonton,1,Juncus inflexus,1
Edmonton,1,Juncus longistylis,1
Edmonton,1,Juncus nodosus,4
Edmonton,1,Juncus tenuis,3
Edmonton,1,Juniperus communis,2
Edmonton,1,Juniperus horizontalis,2
Edmonton,1,Knautia arvensis,2
Edmonton,1,Kniphofia uvaria,1
Edmonton,1,Lactuca muralis,1
Edmonton,1,Lactuca pulchella,1
Edmonton,1,Lactuca sativa,1
Edmonton,1,Lamium amplexicaule,2
Edmonton,1,Lamium maculatum,3
Edmonton,1,Lappula squarrosa,3
Edmonton,1,Lapsana communis,1
Edmonton,1,Lathyrus ochroleucus,1
Edmonton,1,Lathyrus venosus,1
Edmonton,1,Lavandula angustifolia,1
Edmonton,1,Lemna trisulca,1
Edmonton,1,Leontopodium nivale,1
Edmonton,1,Lepidium campestre,1
Edmonton,1,Lepidium densiflorum,2
Edmonton,1,Lepidium ramosissimum,2
Edmonton,1,Leucanthemum maximum,1
Edmonton,1,Leucanthemum vulgare,1
Edmonton,1,Lilium philadelphicum,1
Edmonton,1,Linaria vulgaris,4
Edmonton,1,Linnaea borealis,2
Edmonton,1,Linum grandiflorum,1
Edmonton,1,Linum tenuifolium,1
Edmonton,1,Linum usitatissimum,1
Edmonton,1,Lippia dulcis,1
Edmonton,1,Lobelia siphilitica,1
Edmonton,1,Lomatogonium rotatum,1
Edmonton,1,Lonicera bella,1
Edmonton,1,Lonicera involucrata,3
Edmonton,1,Lonicera tatarica,5
Edmonton,1,Lotus corniculatus,4
Edmonton,1,Lycium barbarum,3
Edmonton,1,Lygodesmia juncea,6
Edmonton,1,Lygodium japonicum,1
Edmonton,1,Lythrum salicaria,2
Edmonton,1,Maianthemum canadense,3
Edmonton,1,Maianthemum stellatum,4
Edmonton,1,Malesherbia fasciculata,1
Edmonton,1,Malus fusca,1
Edmonton,1,Malus pumila,1
Edmonton,1,Malva pusilla,1
Edmonton,1,Maranta leuconeura,1
Edmonton,1,Marchantia polymorpha,2
Edmonton,1,Marchantia quadrata,2
Edmonton,1,Marrubium vulgare,1
Edmonton,1,Matricaria discoidea,3
Edmonton,1,Medicago falcata,3
Edmonton,1,Medicago lupulina,2
Edmonton,1,Medicago sativa,3
Edmonton,1,Melilotus albus,2
Edmonton,1,Melilotus officinalis,2
Edmonton,1,Melissa officinalis,1
Edmonton,1,Mertensia paniculata,1
Edmonton,1,Metasequoia glyptostroboides,2
Edmonton,1,Mitella nuda,1
Edmonton,1,Monotropa uniflora,6
Edmonton,1,Morus nigra,1
Edmonton,1,Nabalus racemosus,2
Edmonton,1,Najas flexilis,1
Edmonton,1,Nepeta cataria,1
Edmonton,1,Neslia paniculata,3
Edmonton,1,Nigella damascena,1
Edmonton,1,Oncidium sphacelatum,1
Edmonton,1,Osmorhiza longistylis,11
Edmonton,1,Oxalis corniculata,2
Edmonton,1,Packera indecora,2
Edmonton,1,Packera paupercula,1
Edmonton,1,Panicum capillare,1
Edmonton,1,Papaver bracteatum,2
Edmonton,1,Papaver fugax,2
Edmonton,1,Papaver pilosum,1
Edmonton,1,Papaver rhoeas,5
Edmonton,1,Pastinaca sativa,1
Edmonton,1,Peperomia fraseri,1
Edmonton,1,Persicaria lapathifolia,1
Edmonton,1,Petasites frigidus,8
Edmonton,1,Phacelia campanularia,1
Edmonton,1,Phacelia franklinii,1
Edmonton,1,Phalaris arundinacea,1
Edmonton,1,Phalaris canariensis,1
Edmonton,1,Phedimus aizoon,3
Edmonton,1,Phelipanche purpurea,1
Edmonton,1,Phormium tenax,1
Edmonton,1,Physostegia ledinghamii,1
Edmonton,1,Phytolacca bogotensis,1
Edmonton,1,Picea glauca,1
Edmonton,1,Pinus nigra,1
Edmonton,1,Pistia stratiotes,1
Edmonton,1,Plantago major,6
Edmonton,1,Platycodon grandiflorus,1
Edmonton,1,Poa interior,2
Edmonton,1,Poa paucispicula,1
Edmonton,1,Podocarpus elatus,1
Edmonton,1,Podocarpus nivalis,1
Edmonton,1,Pohlia atropurpurea,2
Edmonton,1,Pohlia wahlenbergii,1
Edmonton,1,Polygala senega,1
Edmonton,1,Polygonum aviculare,1
Edmonton,1,Populus balsamifera,1
Edmonton,1,Populus tremuloides,7
Edmonton,1,Portulaca oleracea,1
Edmonton,1,Primula malacoides,1
Edmonton,1,Prosartes trachycarpa,8
Edmonton,1,Prosthechea cochleata,1
Edmonton,1,Prunella vulgaris,1
Edmonton,1,Prunus pensylvanica,2
Edmonton,1,Prunus serotina,10
Edmonton,1,Prunus tomentosa,1
Edmonton,1,Pseudosasa japonica,1
Edmonton,1,Puccinellia distans,1
Edmonton,1,Pulsatilla patens,2
Edmonton,1,Pylaisia polyantha,1
Edmonton,1,Pyrola asarifolia,3
Edmonton,1,Pyrola chlorantha,1
Edmonton,1,Pyrola elliptica,1
Edmonton,1,Quercus macrocarpa,1
Edmonton,1,Ranunculus abortivus,1
Edmonton,1,Ranunculus acris,2
Edmonton,1,Ranunculus circinatus,3
Edmonton,1,Ranunculus longirostris,1
Edmonton,1,Ranunculus rhomboideus,2
Edmonton,1,Regnellidium diphyllum,1
Edmonton,1,Rhamnus cathartica,8
Edmonton,1,Rhodiola rosea,1
Edmonton,1,Rhododendron tomentosum,1
Edmonton,1,Ribes americanum,1
Edmonton,1,Ribes diacanthum,1
Edmonton,1,Ribes glandulosum,1
Edmonton,1,Ribes lacustre,1
Edmonton,1,Ribes oxyacanthoides,1
Edmonton,1,Rorippa palustris,2
Edmonton,1,Rosa acicularis,2
Edmonton,1,Rosa canadensis,1
Edmonton,1,Rosa woodsii,8
Edmonton,1,Rubus arcticus,2
Edmonton,1,Rudbeckia hirta,1
Edmonton,1,Sagittaria cuneata,1
Edmonton,1,Salix bebbiana,2
Edmonton,1,Salix discolor,1
Edmonton,1,Salix maccalliana,1
Edmonton,1,Salix petiolaris,1
Edmonton,1,Salix prolixa,1
Edmonton,1,Salix pseudomonticola,2
Edmonton,1,Salix pseudomyrsinites,1
Edmonton,1,Salvia officinalis,1
Edmonton,1,Salvia rosmarinus,1
Edmonton,1,Sambucus racemosa,6
Edmonton,1,Sanicula marilandica,1
Edmonton,1,Saponaria officinalis,1
Edmonton,1,Saururus cernuus,1
Edmonton,1,Saxegothaea conspicua,2
Edmonton,1,Schoenoplectus acutus,1
Edmonton,1,Scilla siberica,2
Edmonton,1,Scirpus microcarpus,2
Edmonton,1,Scolochloa festucacea,1
Edmonton,1,Scorpidium revolvens,1
Edmonton,1,Scorzonera hispanica,1
Edmonton,1,Securigera varia,1
Edmonton,1,Senecio eremophilus,6
Edmonton,1,Senecio viscosus,1
Edmonton,1,Senecio vulgaris,6
Edmonton,1,Sequoia sempervirens,2
Edmonton,1,Setaria viridis,2
Edmonton,1,Shepherdia argentea,2
Edmonton,1,Shepherdia canadensis,4
Edmonton,1,Silene latifolia,6
Edmonton,1,Silene noctiflora,1
Edmonton,1,Sinapis alba,1
Edmonton,1,Sinapis arvensis,16
Edmonton,1,Sisymbrium altissimum,1
Edmonton,1,Sisymbrium loeselii,5
Edmonton,1,Sisymbrium officinale,1
Edmonton,1,Sisyrinchium angustifolium,1
Edmonton,1,Solanum lycopersicum,2
Edmonton,1,Solanum nigrum,1
Edmonton,1,Solanum virginianum,1
Edmonton,1,Solidago caesia,1
Edmonton,1,Solidago canadensis,8
Edmonton,1,Solidago gigantea,3
Edmonton,1,Solidago lepida,2
Edmonton,1,Solidago nemoralis,1
Edmonton,1,Solidago rigida,2
Edmonton,1,Solidago squarrosa,1
Edmonton,1,Sonchus arvensis,2
Edmonton,1,Sonchus asper,5
Edmonton,1,Sorbus aucuparia,2
Edmonton,1,Sparganium eurycarpum,2
Edmonton,1,Spergularia marina,1
Edmonton,1,Sphagnum centrale,1
Edmonton,1,Spinulum annotinum,1
Edmonton,1,Sporobolus hookerianus,1
Edmonton,1,Sporobolus rigidus,1
Edmonton,1,Stellaria longifolia,1
Edmonton,1,Stellaria longipes,1
Edmonton,1,Stipa comata,1
Edmonton,1,Stuckenia pectinata,1
Edmonton,1,Symphoricarpos albus,2
Edmonton,1,Symphoricarpos occidentalis,3
Edmonton,1,Symphyotrichum boreale,1
Edmonton,1,Symphyotrichum ciliatum,2
Edmonton,1,Symphyotrichum ciliolatum,3
Edmonton,1,Symphyotrichum ericoides,1
Edmonton,1,Symphyotrichum falcatum,18
Edmonton,1,Symphyotrichum laeve,4
Edmonton,1,Syringa persica,1
Edmonton,1,Syringa vulgaris,1
Edmonton,1,Tanacetum parthenium,1
Edmonton,1,Tanacetum vulgare,6
Edmonton,1,Taraxacum officinale,3
Edmonton,1,Taxodium mucronatum,1
Edmonton,1,Taxus baccata,2
Edmonton,1,Taxus cuspidata,1
Edmonton,1,Tephroseris palustris,1
Edmonton,1,Tetraclinis articulata,1
Edmonton,1,Thalictrum dasycarpum,2
Edmonton,1,Thalictrum occidentale,1
Edmonton,1,Thalictrum venulosum,3
Edmonton,1,Thuja occidentalis,1
Edmonton,1,Thujopsis dolabrata,1
Edmonton,1,Torreya californica,1
Edmonton,1,Toxicodendron rydbergii,4
Edmonton,1,Tragopogon dubius,5
Edmonton,1,Tragopogon pratensis,1
Edmonton,1,Trichodon cylindricus,1
Edmonton,1,Trichophorum cespitosum,1
Edmonton,1,Trifolium hybridum,3
Edmonton,1,Trifolium pratense,2
Edmonton,1,Trifolium repens,2
Edmonton,1,Trillium ovatum,1
Edmonton,1,Tripleurospermum inodorum,6
Edmonton,1,Tripleurospermum maritimum,1
Edmonton,1,Turritis glabra,2
Edmonton,1,Ulmus americana,1
Edmonton,1,Ulmus pumila,4
Edmonton,1,Urtica dioica,2
Edmonton,1,Urtica gracilis,1
Edmonton,1,Valeriana officinalis,1
Edmonton,1,Verbascum arcturus,1
Edmonton,1,Verbascum thapsus,1
Edmonton,1,Verbena hastata,1
Edmonton,1,Veronica persica,1
Edmonton,1,Viburnum edule,3
Edmonton,1,Viburnum opulus,6
Edmonton,1,Vicia cracca,5
Edmonton,1,Viola adunca,3
Edmonton,1,Viola arvensis,2
Edmonton,1,Viola canadensis,9
Edmonton,1,Viola palustris,3
Edmonton,1,Viola renifolia,1
Edmonton,1,Viola selkirkii,1
Edmonton,1,Viola tricolor,1
Edmonton,1,Widdringtonia cedarbergensis,2
Edmonton,1,Xanthocercis zambesiaca,1
Edmonton,1,Zea mays,2
Edmonton,1,NA,18
Edmonton,2,Erigeron glabellus,1
Edmonton,2,Helianthus giganteus,1
Edmonton,2,Nabalus racemosus,1
Edmonton,2,Osmorhiza berteroi,2
Edmonton,2,Pyrola asarifolia,1
Edmonton,2,Sonchus arvensis,1
Edmonton,2,Sorbus sitchensis,1
Edmonton,3,Carex pellita,1
Edmonton,3,Rorippa curvipes,1
Edmonton,4,Campanula alaskana,1
Edmonton,4,Epilobium angustifolium,1
Edmonton,4,Salix arctica,1
Edmonton,4,Salix barclayi,1
Edmonton,4,Salix barrattiana,1
Halifax,1,Abies balsamea,46
Halifax,1,Acer negundo,2
Halifax,1,Acer pensylvanicum,20
Halifax,1,Acer platanoides,25
Halifax,1,Acer pseudoplatanus,10
Halifax,1,Acer rubrum,65
Halifax,1,Acer saccharum,6
Halifax,1,Acer spicatum,1
Halifax,1,Acer tataricum,1
Halifax,1,Achillea millefolium,61
Halifax,1,Achillea ptarmica,1
Halifax,1,Acrochaetium secundatum,2
Halifax,1,Adlumia fungosa,1
Halifax,1,Aegopodium podagraria,13
Halifax,1,Aesculus hippocastanum,9
Halifax,1,Aethusa cynapium,3
Halifax,1,Agrostis canina,1
Halifax,1,Agrostis hyemalis,2
Halifax,1,Agrostis stolonifera,1
Halifax,1,Ahnfeltia plicata,6
Halifax,1,Ajuga reptans,3
Halifax,1,Alchemilla filicaulis,1
Halifax,1,Alchemilla vestita,2
Halifax,1,Alchemilla vulgaris,1
Halifax,1,Alisma triviale,1
Halifax,1,Alliaria petiolata,3
Halifax,1,Alnus alnobetula,2
Halifax,1,Alnus incana,3
Halifax,1,Alopecurus pratensis,3
Halifax,1,Ambrosia artemisiifolia,1
Halifax,1,Amelanchier arborea,1
Halifax,1,Amelanchier bartramiana,1
Halifax,1,Amelanchier intermedia,1
Halifax,1,Anaphalis margaritacea,7
Halifax,1,Andreaea rothii,2
Halifax,1,Andreaea rupestris,1
Halifax,1,Angelica sylvestris,1
Halifax,1,Anthemis cotula,1
Halifax,1,Anthriscus sylvestris,2
Halifax,1,Antithamnionella floccosa,12
Halifax,1,Apocynum androsaemifolium,4
Halifax,1,Aquilegia vulgaris,3
Halifax,1,Aralia cordata,1
Halifax,1,Aralia hispida,3
Halifax,1,Aralia nudicaulis,26
Halifax,1,Arceuthobium pusillum,1
Halifax,1,Arctium minus,7
Halifax,1,Arethusa bulbosa,1
Halifax,1,Aronia arbutifolia,2
Halifax,1,Aronia melanocarpa,3
Halifax,1,Artemisia absinthium,3
Halifax,1,Artemisia stelleriana,2
Halifax,1,Artemisia vulgaris,5
Halifax,1,Aruncus dioicus,1
Halifax,1,Asclepias incarnata,1
Halifax,1,Asclepias syriaca,5
Halifax,1,Athyrium asplenioides,1
Halifax,1,Athyrium filix-femina,5
Halifax,1,Atriplex patula,1
Halifax,1,Atriplex prostrata,2
Halifax,1,Avena sativa,2
Halifax,1,Bangia fuscopurpurea,5
Halifax,1,Barbarea vulgaris,5
Halifax,1,Barbilophozia barbata,1
Halifax,1,Barbula unguiculata,2
Halifax,1,Barbula unguiculata,1
Halifax,1,Bartonia paniculata,1
Halifax,1,Bassia scoparia,2
Halifax,1,Bazzania denudata,3
Halifax,1,Bazzania tricrenata,1
Halifax,1,Bazzania trilobata,6
Halifax,1,Berberis thunbergii,25
Halifax,1,Betula alleghaniensis,32
Halifax,1,Betula papyrifera,37
Halifax,1,Betula populifolia,17
Halifax,1,Bidens frondosa,15
Halifax,1,Blepharostoma trichophyllum,2
Halifax,1,Brachythecium reflexum,1
Halifax,1,Brachythecium rivulare,1
Halifax,1,Brachythecium starkii,2
Halifax,1,Brassica rapa,2
Halifax,1,Bromus tectorum,2
Halifax,1,Brotherella recurvans,3
Halifax,1,Bryhnia novae-angliae,1
Halifax,1,Bryum argenteum,1
Halifax,1,Bryum caespiticium,1
Halifax,1,Bryum cyclophyllum,1
Halifax,1,Bucklandiella heterosticha,1
Halifax,1,Buxbaumia aphylla,1
Halifax,1,Cabomba caroliniana,11
Halifax,1,Cakile edentula,11
Halifax,1,Calamagrostis pickeringii,3
Halifax,1,Callicladium haldanianum,2
Halifax,1,Calliergonella lindbergii,1
Halifax,1,Calluna vulgaris,17
Halifax,1,Caltha palustris,1
Halifax,1,Calypogeia fissa,1
Halifax,1,Calypogeia sullivantii,1
Halifax,1,Calystegia sepium,10
Halifax,1,Camelina microcarpa,2
Halifax,1,Campanula rapunculoides,3
